Ticket,Authority
رفضو وزارة التجارة الشكوة ضد ضامنكم,وزارة التجارة
لك ان تتخيل ان راح علي ذا الحجز اطلاله حرم بذا السعر عشان حضرتكم مارسلتو رمز التحقق,وزارة التجارة
سؤال : كيف ينخصم مني قسط السيارة و انا مااستلمتها للآن ؟,وزارة التجارة
وزاره التجاره,وزارة التجارة
"طلبت عن طريق تطبيقهم ودفعت اونلاين
 وتفاجأت انهم مغيرين موقع التسليم من مدينة الطايف الى مدينة جدة
 ومن وقتها ارسل لهم عشان استفسر عن طلبيتي اللي ماوصلتني الى الان
 ولا يوجد رد والمبالغ لم يتم ارجاعها ارجو التصرف",وزارة التجارة
من 20 مارس والطلبيه ماتحركت من الرياض . ممكن احد يفيدني,وزارة التجارة
للأسف حجم الإهمال كحجم سمعتكم اسوء متجر,وزارة التجارة
السلام عليكم تم طلب منتج من موقع ووصلني الطلب جودته سيىه وغير الوصف واتواصل مع خدمه العملاء بالواتس من يومين ورافضه ترد او ترجع الطلب ايش الحل ومافي لهم اي رقم ثاني اقدر اشكيهم عليه والقطعه مو رخيصه علشان اسكت وامشى الموضوع,وزارة التجارة
افيدكم انا حسين بن ناصر بن عايض المطيري املك سجل تجاري لشركة(شخص واحد) ذات مسولية محدودة يحمل اسم شركة حسين بن ناصر بن عايض المطيري للمقاولات العامة سجل تجاري برقم 1009000260 ورقم موحد 7035975650 والى الان لازالت تحت الإجراء في مكتب العمل الرجاء تحديث السجل التجاري,وزارة التجارة
ابي ارفع شكوى على دخون الاماراتيه لهم اسبوعين لاشحنو الطلب ولا يردون علي في مواقع التواصل,وزارة التجارة
سلام عليكم اود تقديم بلاغ ضد متجر فساتين,وزارة التجارة
السلام عليكم انا طالبه من هنقرستيشن واغلب الاغراض اللي طلبتها ماجت وكلمتهم ومافي اي تجاوب يصرفوني انهم رفعوا الشكوى وللحين مارجعوا فلوسي ياليت تشوفون لنا حل معهم رقم الطلب: 586130048,الهيئة العامة للنقل
السلام عليكم قدمت ع دعوى ضد شركة و رقم السجل التجاري الزامي في خانة ناجز يبدا ب700 ، الشركة فرعيه و مطلوب مني رقم الشركة الرئيسي كيف استطيع الحصول عليه لان تم رد الطلب لهذا السبب وشكراً,وزارة التجارة
شوفو لنا حل معاهم شحناتنا مايبون يوصلونها ولا يردون علينا ولا هو ناوين يتجاوبونن,الهيئة العامة للنقل
السلام عليكم أرغب في تحديث معلومات السجل التجاري للربط مع مركز المعلومات الوطني 4031296853,وزارة التجارة
تشوفون انه طبيعي الوضع !! ?? يوم من طلبت جاري التوصيل !!!!!,وزارة التجارة
"عميلنا العزيز،
 تم استلام بلاغكم رقم (111216494) وجاري معالجة البلاغ.
 وزارة التجارة
 تم اغلاق البلاغ بدون ان يتم ارجاع السلعه",وزارة التجارة
"معقول ي وزاره التجاره نبيكم عون تصيرون ضدنا صار الواحد مايعرف وين يشتكي للاسف 
 شغلهم تحصيل حاصل وكل الشكاووي بسبب البنات وكل وحده ترمي شغلها ع الثاني و انواع التصريفات وبالاخير تلغي طلبي وكان شي لم يكن وكاني م انتظرت شهرين و بالنهايه تم اغلاق الطلب تبي تريح راسها!",وزارة التجارة
"جهاز ادخل للصيانة تحت الضمان وله الان 10 ايام 
 فائدته الكبيرة في شهر رمضان وهاهو رمضان انتصف ولا استفدنا من الجهاز غير انه حبيس المستودع ارجو من",وزارة التجارة
لم يتم توصيل طلبيتي إلى الان - ولم تتجاوب معي الشركة في اي من وسائل التواصل اتمنى نظر لهم هوم سنتر,وزارة التجارة
السلام عليكم انا رفعت بلاغ ع متجر وكلمتكم وغرمتوه طيب انا فلوسي م رجعت لي وش الفايده؟ انا رفعت بلاغ عشان فلوسي ترجع لي بس لم يتم حل المشكله واغلقتو البلاغ!!! ارجو الرد عاجل,وزارة التجارة
لقد قمت بشراء منتج من قبلكم عن طريق تطبيق محلي منذ اسبوعين وتقدمت بشكوى لعدم استلام المنتج حتى الان ولا يوجد اي تجاوب ولا حل ورقم التاجر الذكور في التطبيق لا يتجاوب بكل الطرق,وزارة التجارة
ولكن المطلوب لتقديم بلاغ ضد متجر الكتروني معرفة إذا كان المتجر موثق في منصة المركز السعودي للأعمال فكيف يمكن الحصول على هذه المعلومة وكيف يمكن تقديم شكوى او الرجاء اعتبار هذه شكوى ضد المتجر والتاجر لعدم الإيفاء بعملية الشراء وعدم وجود طريقة للتواصل,وزارة التجارة
"السلام عليكم 
 
 شريت من متجر الكتروني ملابس وطلعت ذات جودة سيئة
 
 فحبيت اسوي استرجاع ورفضوا لان يقولون مكتوب في الشروط والاحكام ان (اذا حطيت كود خصم عند الطلب ما راح يصير فيه استرجاع) !! على رغم ان هم بانفسهم حاطين كود الخصم بالصفحة الرئيسية في الموقع !! فهل يحق لهم او لا ؟",وزارة التجارة
انا انسرقت من مؤسسة ميم بمبلغ ???? الف وتجازوا دخلوا ابشر حقي وغيروا الرقم الجوال ما اقدر أدخل عليه ومسوي لي بلوك ومحصل المالي زايد الحويطي لايرد علييي وعودهم كاذبه ولا اخلاقيه,وزارة التجارة
"السادة الموقرين بوزارة التجارة 
 
 السلام عليكم ورحمة الله وبركاته
 
 كرماً تزويدنا بمراكز بناشر تغير زيت المركبات المعتمده لدى وزارة التجارة 
 والتي لا ينتج عنها اي خلل بعقد الضمان للمركبة لدى الشركة الأم . 
 ولكم تحياتي ،،",وزارة التجارة
الجوال قال روح اشتكينا في الشرطه ووزاره التجاره واكلوا علينا حقنا قيمه الشوكولاته وقيمه الصحن اللي ما يخافوا الله في رمضان وتواصلت حتى مع الاداره حقتهم يقولوا لنا راجعنا بعد العيد ارجو التواصل معي 0567288461,وزارة التجارة
